EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,11875589,Theydon Park,0,22,18.3044075186186277596175338229469171248,10.0448478980476849650726613686148552606,21,9.2,1000,14.5,122.94,9055.92,2125.62
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,10370372,Vermeulen,0,8.360170137882392,9.92659500911256842772959969033355753265,6.48018878966514200841136389075764557984,13.5,7.8,1000,3.5,85.92,38765.3,10294.88
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,10386829,Pretty Little Liar,0,1000,690.400925122087729638765836648300062972,241.162919451067879693400329523010325737,1000,240,1000,1000,3.42,234.2,40.78
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,10331766,Reddot Dancer,0,369.646397217,310.125770377799659002658092805687215316,176.142551478454598594889102118695474749,500,170,1000,270,6.8,388.22,29.44
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,10149349,A Year To Remember,0,8.127932801,8.0681101217681659297315427589260537601,10.0523407905288774859549848531171302316,11,7.2,1000,8,140.16,40072.44,2591.18
129367068,IRE / Naas 28th Jan,2m Hrd,28-01-2017 13:30,6971027,Ivan Grozny,0,2.9231574776932203,2.43261078478619739728455533251487758632,1.72597205412550950326239694328883274488,2.88,1.68,1000,1.87,5854.24,189377.14,98538.58
129367073,IRE / Naas 28th Jan,2m3f Mdn Hrd,28-01-2017 14:00,10990444,Lios Na Si,0,891.6516608477009,569.190004131576737412759320563665175084,244.913647051883872874703647964735380761,950,250,850,330,8.7,317.2,56.46
129367078,IRE / Naas 28th Jan,3m Nov Chs,28-01-2017 14:35,8840945,Bay of Freedom,0,165.06069742050025,95.898953850499764345822427828957892622,57.6057021051020731845226491523229170882,170,50,1000,110,29.28,1794.02,507.38
129367083,IRE / Naas 28th Jan,2m Hcap Hrd,28-01-2017 15:10,9648654,Fus Island,0,60.069281564,79.1520186771222833616359086019420330597,74.993015059378394679542251211485635756,170,55,1000,27,4,2712.04,983.64
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,10864507,Carta Blanca,0,300.6749959341848,319.726203275352159962478279265327746935,1,400,130,1000,15,0,358.02,683.1
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,10991100,Balaclava,0,390.49730625559573,262.205816507013645351433420516669208769,75.2873981884319076886079374896099307163,440,55,1000,210,9,419.94,68.78
129367063,IRE / Naas 28th Jan,2m Mdn Hrd,28-01-2017 13:00,10083048,Emily Square,0,913.5444642494291,494.876101667912502670200888500128141731,249.993190036252508493892692034872846228,1000,250,1000,990,4,265.12,42.58
129367068,IRE / Naas 28th Jan,2m Hrd,28-01-2017 13:30,9570489,Hunters Call,0,82.263592302,71.1320510072932355555386021034137734838,84.801558693305863258208523453789675499,190,48,1000,48,20.4,2235.66,1641.16
129367073,IRE / Naas 28th Jan,2m3f Mdn Hrd,28-01-2017 14:00,12274403,Baby Bob,0,681.0084394435478,717.786530492921664154958878383676055218,129.557575779447970321084174235614237852,1000,130,1000,560,7.98,344.52,48.7
